################################################################################,,,,,,,
#,,,,,,,
# Graph type: time series,,,,,,,
#,,,,,,,
# Database time resolution: 15 Minute,,,,,,,
#,,,,,,,
# 190101 00:00 - 200101 00:00,,,,,,,
#,,,,,,,
# Selected time series:,,,,,,,
# Metstation, Wind dir, 012[M], Value (Deg.M) (),,,,
# Metstation, Wind spee, 012[M], Value (m/s) (),,,,
# Metstation, Std wdir, 012[M], Value (deg.M) (),,,,
# Metstation, Temp, 002[M], Value (deg.C) (),,,,
# Metstation, Temp, 008[M], Value (deg.C) (),,,,
# Metstation, Glob. rad, 002[M], Value (W/m2) (),,,,
# Metstation, Rel hum, 002[M], Value (%RH) (),,,,
# Metstation, Diff temp, 008[M], Value (deg.C) (),,,,
,,,,,,,
,,,,,,,
,,,,,,,
, 012[M], 012[M], 012[M], 002[M], 008[M], 002[M], 002[M]
#, Wind dir, Wind spee, Std wdir, Temp, Temp, Glob. rad, Rel hum
04/03/2019 06:45,283.1,6.978,19.04,5.636,5.9,,76.5
04/03/2019 07:00,277.9,7.89,11.77,5.634,5.921,,75.7
04/03/2019 07:15,276.7,8.82001,13.37,5.78,6.049,,74.7
04/03/2019 07:30,279.6,8.72,15.9,5.803,6.108,,73.9
04/03/2019 07:45,281.9,8.12,15.59,5.857,6.141,,73.7
04/03/2019 08:00,282,8.2,15,5.904,6.212,,73.5
04/03/2019 08:15,282.5,9.45,16.67,6.037,6.353,62.63,71.4
04/03/2019 08:30,277.1,10.42,13.88,6.119,6.425,83.8,71.4
04/03/2019 08:45,275.6,9.17,14.13,6.169,6.5,104.4,70.9
04/03/2019 09:00,274.2,10.16,12.55,6.288,6.618,119.1,69.02
04/03/2019 09:15,275.8,10.12,14.37,6.523,6.839,161.8,70.1
04/03/2019 09:30,273.7,10.34,12.3,6.984,7.33,246.5,67.2
04/03/2019 09:45,274.5,9.8,14.83,7.454,7.81,284.5,66.08
04/03/2019 10:00,277.1,9.52,13.81,7.704,8.06,323.7,64.66
04/03/2019 10:15,273.8,10.05,13.23,7.85,8.17,370.7,63.91
04/03/2019 10:30,276.3,8.89,14.18,8.286,8.64,473,62.65
04/03/2019 10:45,277.1,9.18001,14.75,8.789,9.14,446.8,57.08
04/03/2019 11:00,272.2,11.48,10.82,8.65501,8.93001,444.5,55.86
04/03/2019 11:15,276.4,10.71,14.68,8.804,9.09,481.1,51.06
04/03/2019 11:30,277,10.67,15.16,8.994,9.25,465,48.9
04/03/2019 11:45,288.3,8.48,15.41,9.32601,9.49001,534.4,51.76
04/03/2019 12:00,279.5,7.99,20.04,9.974,10.05,547.9,53.45
04/03/2019 12:15,268,9.16,12.76,9.22,9.55,515.5,55.57
04/03/2019 12:30,271.4,8.56,14.66,9.816,10.12,494.7,50
04/03/2019 12:45,276.5,8.64999,15.61,8.92901,9.32001,204.3,55.1
04/03/2019 13:00,275.6,6.171,21.47,8.73301,9.10001,179.7,61.92
04/03/2019 13:15,269.8,6.862,19.04,8.44601,8.74001,177.2,64.21
04/03/2019 13:30,269.2,5.416,18.01,8.16801,8.35001,392.1,66.98
04/03/2019 13:45,259.3,4.752,14.52,9.037,9.14,479.8,65.36
04/03/2019 14:00,258.9,5.263,17.45,8.671,8.98,242.7,66.4401
04/03/2019 14:15,269.4,4.868,19,9.447,9.7,412.5,62.66
04/03/2019 14:30,268.6,5.912,13.75,9.20801,9.57001,220.5,59.05
04/03/2019 14:45,254,5.773,15.47,8.50299,8.89999,119.8,58.61
04/03/2019 15:00,252.3,6.207,15.98,8.33,8.66,89.5,61.78
04/03/2019 15:15,245,5.827,15.22,7.327,7.67,24.46,71
04/03/2019 15:30,247.2,4.916,16.15,6.469,6.687,141.6,78.3
04/03/2019 15:45,250.2,5.009,14.93,6.729,7.12,273.1,73.7
04/03/2019 16:00,255.1,6.318,15.98,7.138,7.38,128.1,73.1
04/03/2019 16:15,265.9,6.102,13.59,5.992,6.396,35.9,74.7
04/03/2019 16:30,271.7,5.53,16.79,5.941,6.371,75.8,74.8
04/03/2019 16:45,262.9,5.313,13.77,5.706,6.097,28.39,77.1
04/03/2019 17:00,265.3,3.569,14.63,5.546,5.935,24.93,76.8
04/03/2019 17:15,266.4,3.394,17.44,5.395,5.792,13.36,77.7
04/03/2019 17:30,249,4.691,15.86,5.281,5.554,2.033,83.7
04/03/2019 17:45,254.4,4.084,14.53,4.157,4.536,4.929,86.8
04/03/2019 18:00,258.7,3.079,14.63,4.046,4.432,1.068,85.9
04/03/2019 18:15,264.1,2.591,17.21,4.004,4.395,,85.7
04/03/2019 18:30,234.3,2.464,26.7,4.015,4.464,,86.2
04/03/2019 18:45,262.4,4.253,16.5,4.19,4.647,0.608,84.1
04/03/2019 19:00,261.3,5.041,15.1,4.597,4.95,2.802,82.1
04/03/2019 19:15,258.8,5.99,15.78,4.957,5.271,3.444,78.6
04/03/2019 19:30,266.4,7.53,16.16,4.853,5.099,3.537,76.9
04/03/2019 19:45,273.9,5.72,17.23,4.355,4.679,1.667,78.7
04/03/2019 20:00,278.4,5.768,14.39,4.232,4.595,,79.4
04/03/2019 20:15,284.6,5.295,14.39,4.359,4.71,,80.2
04/03/2019 20:30,280.1,6.071,15.35,4.39,4.734,,78.4
04/03/2019 20:45,279.5,5.344,15.19,4.324,4.671,,79.2
04/03/2019 21:00,267.2,5.63,11.84,4.388,4.678,,80.5
04/03/2019 21:15,264.3,5.385,10.59,4.321,4.641,,80
04/03/2019 21:30,270.8,5.098,11.95,4.506,4.848,,79.7
04/03/2019 21:45,281.1,4.834,15.76,4.514,4.899,,78.1
04/03/2019 22:00,281.8,3.06,16.83,4.474,4.807,,79.1
04/03/2019 22:15,250.4,2.921,16.88,4.327,4.699,,80.7
04/03/2019 22:30,255.7,3.983,17.46,4.239,4.608,,82.6
04/03/2019 22:45,251.1,3.115,16.63,3.96,4.276,,82.8
04/03/2019 23:00,241.2,2.271,17.91,3.39,3.713,,84.5
04/03/2019 23:15,245.2,2.255,17.3,2.979,3.486,,84.7
04/03/2019 23:30,223.9,2.319,16.36,2.962,3.375,,85.1
04/03/2019 23:45,202,2.163,16.25,2.804,2.987,,87.4
05/03/2019 00:00,235.1,1.85,19.56,2.124,2.775,,87.3
05/03/2019 00:15,233.9,1.873,18.04,2.22,2.857,,86.7
05/03/2019 00:30,216.4,2.266,13.75,2.237,2.701,,88.3
05/03/2019 00:45,204.9,2.98,12.41,2.381,2.665,,88.5
05/03/2019 01:00,206.6,3.101,11.73,2.356,2.712,,88.5
05/03/2019 01:15,217.4,3.191,14.24,2.335,2.785,,86.7
05/03/2019 01:30,214.9,2.492,15.58,2.245,2.648,,87.1
05/03/2019 01:45,215.2,2.652,13,2.208,2.563,,87.6
05/03/2019 02:00,208.4,3.053,11.86,2.184,2.469,,87.1
05/03/2019 02:15,210.4,2.97,14.15,2.158,2.585,,87.3
05/03/2019 02:30,194.4,2.919,10.35,2.505,2.717,,86.9
05/03/2019 02:45,191.3,2.591,8.31,2.476,2.539,,87.1
05/03/2019 03:00,202,1.945,18.25,2.218,2.419,,87.8
05/03/2019 03:15,221.6,1.127,16.44,1.755,2.346,,86.4
05/03/2019 03:30,177.4,1.048,22.27,1.527,1.843,,87.6
05/03/2019 03:45,153.8,0.812,22.35,1.23,1.454,,86.8
05/03/2019 04:00,115,1.618,13.43,1.323,1.009,,89.2
05/03/2019 04:15,126.4,2.151,9.81,0.996,0.958,,90.5
05/03/2019 04:30,114.6,1.48,9.42,1.068,1.356,,91.1
05/03/2019 04:45,136.7,1.67,15,1.051,1.328,,90.6
05/03/2019 05:00,170.2,1.899,17.02,1.135,1.436,,91.2
05/03/2019 05:15,189.6,1.828,10.34,1.199,1.538,,90.9
05/03/2019 05:30,192.1,1.105,19.79,1.166,1.498,,90.6
05/03/2019 05:45,355.9,0.527,67.76,0.532,1.155,,91.3
05/03/2019 06:00,77.8,0.503,11.41,0.59,0.838,,91.5
05/03/2019 06:15,119.1,1.013,7.65,0.197,0.553,,91.5
05/03/2019 06:30,118.5,0.393,4.692,0.345,0.889,0.262,92.3
05/03/2019 06:45,160.9,0.669,14.34,1.003,1.225,2.638,92.8
05/03/2019 07:00,176.4,2.153,11.65,1.443,2.098,11.75,92.6
05/03/2019 07:15,157.9,2.387,8.36,2.415,2.818,21.82,91
05/03/2019 07:30,151.2,2.222,11.12,2.571,2.874,,90.8
05/03/2019 07:45,168.8,2.192,14.64,2.559,3.099,,89.7
05/03/2019 08:00,150.9,2.344,10.49,2.99,3.391,,87.8
05/03/2019 08:15,134.7,2.548,7.25,3.468,3.513,86.1,87.9
05/03/2019 08:30,118.6,2.501,8.58,3.821,3.99,185.8,86.3
05/03/2019 08:45,124.4,2.525,7.4,4.957,5.213,245.9,85.8
05/03/2019 09:00,158.8,2.681,22.54,5.763,6.332,189.7,81.6
05/03/2019 09:15,175.9,3.115,15.22,6.445,7.08,176.7,77.6
05/03/2019 09:30,203.4,3.957,27.83,6.849,7.55,142.7,72.5
05/03/2019 09:45,240,5.622,21.64,7.485,7.88,165.7,73.4
05/03/2019 10:00,239.5,5.593,19.87,7.657,7.99,314.5,74
05/03/2019 10:15,236.8,5.732,18.87,8.263,8.62,352.4,71.4
05/03/2019 10:30,236.8,5.345,21.23,8.701,9.03,367.5,70.7
05/03/2019 10:45,233.8,6.077,18.11,9.12901,9.49001,320.3,68.36
05/03/2019 11:00,248.7,6.454,18.98,9.319,9.55,415.6,66.0601
05/03/2019 11:15,245.7,7.21,16.35,9.32901,9.49001,282.2,66.59
05/03/2019 11:30,250.3,6.224,16.22,9.23999,9.53999,362.2,64.45
05/03/2019 11:45,240.1,5.849,19.19,10.331,10.38,523.3,63.61
05/03/2019 12:00,239.1,6,18.16,11.001,10.93,478.3,62.12
05/03/2019 12:15,233.1,6.324,19.89,11.09,11.13,470.4,59.22
05/03/2019 12:30,243.5,7.04,18.46,11.396,11.6,534.7,53.67
05/03/2019 12:45,235.8,6.689,18.25,12.468,12.32,589.3,52.69
05/03/2019 13:00,230,7.01,17.37,12.484,12.35,530.8,54
05/03/2019 13:15,232.6,6.416,16.89,11.229,11.38,332.5,53.66
05/03/2019 13:30,245.3,6.083,16.7,11.578,11.66,516.9,51.2
05/03/2019 13:45,238.8,5.832,17.29,11.495,11.58,271.2,52.95
05/03/2019 14:00,233.1,5.296,16.89,10.869,11.15,260.3,49.78
05/03/2019 14:15,241.9,7.38,14.32,10.896,11.16,139.5,47.75
05/03/2019 14:30,249.5,6.923,19.31,11.246,11.53,359.8,45.09
05/03/2019 14:45,242,6.277,20.81,11.748,11.89,212.6,46.61
05/03/2019 15:00,229.5,5.702,18.64,11.16,11.4,175.2,47.05
05/03/2019 15:15,236.4,5.397,16.86,10.777,11.07,95.4,48.46
05/03/2019 15:30,231.5,5.817,17.06,10.655,10.93,82.3,47.11
05/03/2019 15:45,229.9,5.044,16.78,10.455,10.73,101.7,48.77
05/03/2019 16:00,227,5.172,17.84,10.644,10.92,122.4,50.96
05/03/2019 16:15,221.1,4.191,19.57,10.803,11.03,137.2,49.98
05/03/2019 16:30,215.2,6.22,16.94,10.911,11.09,140.9,47.18
05/03/2019 16:45,220.6,5.971,15.42,11.1069999,11.2,142,44.82
05/03/2019 17:00,209.6,5.641,13.95,10.735,10.74,87.9,46.17
05/03/2019 17:15,211.4,4.557,15.03,9.77701,9.85001,37.4,48.33
05/03/2019 17:30,208.4,4.489,12.12,9.11599,9.25999,16.93,47.92
05/03/2019 17:45,199.8,2.975,13.34,8.87199,8.89999,2.973,51
05/03/2019 18:00,203.3,3.14,11.87,8.541,8.63,,53.33
05/03/2019 18:15,190.9,2.767,14.53,8.273,8.34,,56.11
05/03/2019 18:30,185.7,2.845,11.85,8.003,8.06,,58.71
05/03/2019 18:45,178.1,2.366,11.53,7.792,7.8,,60.5
05/03/2019 19:00,175.9,2.455,11.11,7.549,7.65,,61.01
05/03/2019 19:15,159,2.698,8.98,7.531,7.44,,64.49
05/03/2019 19:30,139.7,2.729,7.64,7.132,7.1,,66.83
05/03/2019 19:45,156.6,2.78,16.47,6.862,7.01,,68.49
05/03/2019 20:00,176.5,3.281,13.49,7.065,7.45,,68.35
05/03/2019 20:15,169.7,2.654,11.68,7.415,7.67,,68.76
05/03/2019 20:30,167.6,2.718,11.28,7.357,7.57,,71
05/03/2019 20:45,164.3,2.362,11.51,7.151,7.24,,72.3
05/03/2019 21:00,156.7,2.634,8.8,6.761,6.717,,74
05/03/2019 21:15,155.2,2.051,11.09,6.271,6.511,,74.6
05/03/2019 21:30,126.5,1.579,10.72,6.4,6.602,,76
05/03/2019 21:45,122.8,1.952,8.2,6.39,6.579,,77.5
05/03/2019 22:00,134.1,2.301,7.67,6.428,6.66,,79.9
05/03/2019 22:15,132.9,2.127,9.64999,6.462,6.619,,83.5
05/03/2019 22:30,122.9,2.294,9.07001,6.227,6.411,,86.4
05/03/2019 22:45,128.2,2.247,7.52,6.19,6.381,,89
05/03/2019 23:00,124.9,2.591,9.34,6.163,6.306,,90.8
05/03/2019 23:15,136.3,3.421,7.44,6.106,6.428,,92.7
05/03/2019 23:30,130,2.975,7.5,6.34,6.643,,93.5
05/03/2019 23:45,127.7,2.839,10.54,6.306,6.621,,94.2
06/03/2019 00:00,129,3.162,7.87,6.384,6.716,,94.5
06/03/2019 00:15,125.5,3.313,7.95,6.461,6.789,,95.4
06/03/2019 00:30,120.9,3.209,8.89,6.499,6.824,,95.8
06/03/2019 00:45,113,3.282,10.24,6.524,6.841,,96.1
06/03/2019 01:00,112,3.616,8.57001,6.533,6.869,,96.1
06/03/2019 01:15,115.7,3.794,8.47,6.576,6.893,0.022,96.4
06/03/2019 01:30,118.1,4.35,11.06,6.551,6.915,,97.1
06/03/2019 01:45,115.9,4.839,8.39,6.58,6.959,,97
06/03/2019 02:00,114.8,4.935,9.18001,6.586,6.966,0.144,97.1
06/03/2019 02:15,120.3,4.738,9.48,6.647,7.05,1.227,97.1
06/03/2019 02:30,126.6,5.253,9.89,6.771,7.22,1.065,97.2
06/03/2019 02:45,126.1,4.995,9.89999,6.894,7.35,0.992,97.5
06/03/2019 03:00,128.6,5.138,8.68001,7.009,7.45,1,97.6
06/03/2019 03:15,129.5,4.701,9.38,7.11,7.54,0.986,97.3
06/03/2019 03:30,137.6,4.492,9.3,7.238,7.65,1.003,97.6
06/03/2019 03:45,136.2,4.783,9.75,7.276,7.69,0.99,97.2
06/03/2019 04:00,146.8,4.933,10.98,7.318,7.8,1.001,97.5
06/03/2019 04:15,144.4,5.11,8.96001,7.426,7.92,0.98,97.6
06/03/2019 04:30,148.6,4.758,12.06,7.452,7.95,0.868,97.9
06/03/2019 04:45,153.4,4.537,11,7.445,7.94,4.054,97.5
06/03/2019 05:00,158.1,4.236,10.73,7.438,7.95,5.473,97.9
06/03/2019 05:15,160.5,3.795,11.51,7.383,8,5.805,97.4
06/03/2019 05:30,155.3,3.842,12.31,7.38499,8.00999,5.63,97.1
06/03/2019 05:45,161.4,4.07,11.6,7.419,8.02,5.54,97.4
06/03/2019 06:00,150,5.106,9.91,7.509,8,5.874,97.5
06/03/2019 06:15,152.5,4.544,10.23,7.545,7.99,4.698,96.7
06/03/2019 06:30,149.7,4.37,9.89999,7.478,7.92,4.193,96.7
06/03/2019 06:45,148.1,4.498,10.55,7.49,7.93,5.234,95.8
06/03/2019 07:00,156.7,3.287,14.77,7.62,8.03,6.805,95.5
06/03/2019 07:15,165.2,4.167,12.38,7.748,8.19,9.71001,95.5
06/03/2019 07:30,172.1,3.977,12.68,7.975,8.38,12.06,94.3
06/03/2019 07:45,171.2,3.745,14.12,8.11999,8.50999,19.86,93.8
06/03/2019 08:00,168.6,3.709,13.93,8.30201,8.71001,,93.9
06/03/2019 08:15,160.9,3.022,14.59,8.45899,8.78999,,93.3
06/03/2019 08:30,172.9,3.547,14.62,8.49701,8.85001,,93.6
06/03/2019 08:45,172.6,4.171,14.56,8.624,8.98,,92.7
06/03/2019 09:00,166.8,3.669,13.94,8.76801,9.07001,,93.3
06/03/2019 09:15,167.3,3.341,15.4,8.847,9.13,,93.5
06/03/2019 09:30,161.7,3.703,15.98,8.94399,9.25999,87.8,93.8
06/03/2019 09:45,167.9,3.771,16.47,9.297,9.67,129,93
06/03/2019 10:00,166.4,4.002,13.7,9.508,9.84,84.5,93
06/03/2019 10:15,162,4.768,13.77,9.521,9.78,75,92.5
06/03/2019 10:30,165.2,4.334,12.58,9.58201,9.82001,66.34,92.8
06/03/2019 10:45,158.8,4.035,10.19,9.65,9.91,79,93
06/03/2019 11:00,163.9,4.165,12.75,10.026,10.36,159.2,92.6
06/03/2019 11:15,166,4.223,14.02,10.614,11.01,234.2,92
06/03/2019 11:30,165.4,4.222,13.31,11.293,11.63,241.3,89.3
06/03/2019 11:45,162.1,3.865,14.03,11.443,11.76,220.4,89.4
06/03/2019 12:00,163.8,4.317,14.24,11.498,11.78,118.4,88.5
06/03/2019 12:15,162.3,3.725,13.48,11.406,11.62,87.4,88.7
06/03/2019 12:30,161.2,3.816,13.08,11.616,11.88,119.4,88.1
06/03/2019 12:45,157.4,4.689,11.87,11.666,11.88,92.6,88.9
06/03/2019 13:00,153.2,4.327,11.03,11.523,11.6,75,91.3
06/03/2019 13:15,153.5,4.347,10.87,11.722,11.93,234.7,91.6
06/03/2019 13:30,165.8,4.162,14.98,11.707,11.94,112.5,89.4
06/03/2019 13:45,174.3,4.491,13.38,11.249,11.58,57.79,85.8
06/03/2019 14:00,172.7,3.597,13.48,11,11.2,36.12,88.3
06/03/2019 14:15,171,3.097,15.44,10.744,10.83,14.78,91.3
06/03/2019 14:30,169.4,3.561,16.44,10.27,10.54,103.7,93.7
06/03/2019 14:45,163.9,3.333,13.38,10.423,10.73,128.5,94.1
06/03/2019 15:00,161.9,3.551,13.17,11.546,11.64,248.8,93.1
06/03/2019 15:15,175.6,4.461,14.08,11.244,11.43,184.6,89.8
06/03/2019 15:30,184.4,4.487,13.53,10.864,11.2,137.7,85.3
06/03/2019 15:45,186.1,4.138,14.42,12.115,12.26,197.6,82.3
06/03/2019 16:00,186.3,4.044,13.66,11.976,12.18,57.39,82.3
06/03/2019 16:15,178.3,4.115,13.06,11.668,11.85,13.17,83.9
06/03/2019 16:30,219.4,3.552,20.04,10.822,11.04,3.78,87
06/03/2019 16:45,209.6,4.106,20.56,9.575,9.91,51.68,91.5
06/03/2019 17:00,177.8,3.538,14.73,10.806,10.98,145.7,90.6
06/03/2019 17:15,185,4.012,16.39,10.614,10.67,36.94,86.6
06/03/2019 17:30,180.1,3.209,13.76,9.885,9.98,18.73,86.4
06/03/2019 17:45,168.4,2.951,12.79,9.645,9.81,13.08,87.2
06/03/2019 18:00,162.9,3.6,12.82,9.574,9.81,4.699,87.4
06/03/2019 18:15,186.4,3.297,16.53,9.785,10.13,3.844,85.1
06/03/2019 18:30,170.8,3.161,12.99,10.214,10.38,3.413,86.5
06/03/2019 18:45,174.3,3.16,14.18,10.045,10.21,2.419,86.9
06/03/2019 19:00,186.2,2.454,14.69,9.742,10.01,1.982,87
06/03/2019 19:15,187.1,2.594,15.83,9.584,9.83,1.483,86.5
06/03/2019 19:30,187.6,3.572,12.83,9.432,9.75,2.375,85.2
06/03/2019 19:45,188,4.223,11.7,9.627,10.03,2.056,81.6
06/03/2019 20:00,188.1,3.922,12.45,10.078,10.31,,80.6
06/03/2019 20:15,187.9,2.925,11.73,10.001,10.05,,81.3
06/03/2019 20:30,189.9,2.056,14.63,9.4299999,9.5,,83.4
06/03/2019 20:45,174.7,2.265,15.93,9.009,9.2,,85.4
06/03/2019 21:00,186.4,3.027,14.22,9.03701,9.35001,,86.8
06/03/2019 21:15,200.1,2.999,15.8,8.857,9.14,,88.4
06/03/2019 21:30,198.5,2.99,17.72,8.501,8.94,0.183,87.7
06/03/2019 21:45,218.8,3.186,14.21,8.699,9.09,1.726,85.4
06/03/2019 22:00,261.4,5.305,23.45,8.719,8.97,1.922,83.1
06/03/2019 22:15,272.8,5.624,13.71,7.625,7.87,0.298,80.9
06/03/2019 22:30,272.7,5.301,14.58,6.762,7.05,,81
06/03/2019 22:45,266.4,5.578,11.77,6.357,6.706,,80.1
06/03/2019 23:00,252.8,3.776,14.43,6.338,6.697,,81.8
06/03/2019 23:15,251.6,4.859,14.94,6.332,6.696,,81.1
06/03/2019 23:30,255.9,5.463,13.85,6.375,6.732,,79.9
06/03/2019 23:45,253.5,4.925,13.19,6.369,6.718,,78.9
07/03/2019 00:00,248.9,5.614,15.16,6.309,6.618,,79.1
07/03/2019 00:15,246.5,5.324,15.76,6.191,6.511,,80.1
07/03/2019 00:30,252.5,4.972,16.1,5.986,6.304,,84.4
07/03/2019 00:45,240.5,3.492,17.11,5.695,6.111,,85.8
07/03/2019 01:00,234.6,3.101,17.35,5.616,6.09,,86
07/03/2019 01:15,250.9,3.784,18.65,5.59,6.035,,86.3
07/03/2019 01:30,250.3,4.468,18.1,5.362,5.916,,83.8
07/03/2019 01:45,241,3.823,18.14,5.466,5.94,,85.6
07/03/2019 02:00,241.2,4.198,18.94,5.413,5.931,,84.2
07/03/2019 02:15,243.3,4.519,17.44,5.54,6.021,0.389,83
07/03/2019 02:30,244.9,3.76,15.6,5.519,5.972,,85.9
07/03/2019 02:45,238.3,3.521,14.36,5.209,5.751,,87.1
07/03/2019 03:00,229.3,3.621,17.99,5.11,5.713,,84.1
07/03/2019 03:15,241,4.997,17.51,5.307,5.893,0.008,82.8
07/03/2019 03:30,243,4.442,18.1,5.24,5.718,,84.7
07/03/2019 03:45,237.2,3.892,16.07,5.109,5.603,,86.3
07/03/2019 04:00,227.7,3.767,19.68,4.934,5.381,,87.1
07/03/2019 04:15,238.2,3.551,17.6,4.7,5.198,,89.2
07/03/2019 04:30,230.3,3.952,17.89,4.561,5.102,,88.5
07/03/2019 04:45,235.1,4.429,16.15,4.496,4.98,,88.4
07/03/2019 05:00,238.1,3.408,15.73,4.452,4.924,,89.7
07/03/2019 05:15,230.4,4.021,17.02,4.486,4.992,,90
07/03/2019 05:30,237.7,5.732,17.82,4.317,4.853,,87.2
07/03/2019 05:45,244,5.329,15.3,4.367,4.819,,87.1
07/03/2019 06:00,242.3,4.567,15.35,4.367,4.795,,88.8
07/03/2019 06:15,226.8,4.197,15.79,4.455,4.892,,90.8
07/03/2019 06:30,226.2,4.196,17.04,4.618,5.095,,89.9
07/03/2019 06:45,232.1,4.755,18.07,4.682,5.211,1.066,88.8
07/03/2019 07:00,227.8,4.628,15.92,4.772,5.253,10.63,89.4
07/03/2019 07:15,233.7,5.159,14.62,4.809,5.304,18.1,88.4
07/03/2019 07:30,230.6,4.995,14.78,4.902,5.373,27.04,89
07/03/2019 07:45,237.8,5.099,17.34,5.003,5.54,35.42,87.7
07/03/2019 08:00,235,5.438,19.06,5.348,5.809,,87.2
07/03/2019 08:15,231.3,5.486,16.15,5.244,5.686,,88.3
07/03/2019 08:30,222,5.283,14.24,5.069,5.488,,87.8
07/03/2019 08:45,220,5.106,15.57,5.015,5.517,60.6,88.4
07/03/2019 09:00,223.8,4.859,15.44,5.101,5.562,50.78,89.2
07/03/2019 09:15,231.2,5.412,15.71,5.017,5.569,44.85,88.4
07/03/2019 09:30,225.5,5.14,15.18,5.177,5.688,50.38,88.3
07/03/2019 09:45,231.6,4.842,16.51,5.14,5.689,61.29,88.3
07/03/2019 10:00,233.2,4.408,19.68,5.23,5.769,53.31,87.6
07/03/2019 10:15,233.6,5.286,15.19,5.324,5.857,88.8,86.4
07/03/2019 10:30,233.6,5,17.82,5.426,5.949,103.7,86.7
07/03/2019 10:45,227.9,4.606,16.93,5.578,6.072,82.2,87.6
07/03/2019 11:00,232.5,4.532,17.95,5.656,6.147,82.3,88.4
07/03/2019 11:15,235.3,4.204,17.03,5.744,6.221,74.8,89.7
07/03/2019 11:30,239.6,3.89,17.73,5.849,6.353,68.17,91.3
07/03/2019 11:45,248.1,4.74,16.03,5.881,6.408,52.44,88.8
07/03/2019 12:00,270.4,5.425,15.53,6.159,6.676,58.26,86.5
07/03/2019 12:15,273.1,6.531,13.33,6.348,6.799,64.77,83.7
07/03/2019 12:30,276.1,6.919,12.45,6.619,6.947,83.9,83.3
07/03/2019 12:45,274.9,6.317,13.48,6.972,7.31,137,83.2
07/03/2019 13:00,282.2,5.958,15.51,7.225,7.56,134.8,83.2
07/03/2019 13:15,284.1,5.348,16.19,7.606,7.95,269.4,82
07/03/2019 13:30,289.1,6.925,14.5,8.054,8.41,165.1,80.9
07/03/2019 13:45,287.9,7.33,14.23,7.73401,8.07001,134.1,81.2
07/03/2019 14:00,287,6.564,12.15,7.835,8.19,154.3,80.3
07/03/2019 14:15,292,6.784,13.16,7.884,8.23,114,81.1
07/03/2019 14:30,285.8,6.864,13.54,7.767,8.14,67.48,81.1
07/03/2019 14:45,286.7,6.501,14.2,7.713,8.11,68.51,82.5
07/03/2019 15:00,291.4,6.903,12,7.373,7.83,71.2,82
07/03/2019 15:15,288.4,6.636,12.41,7.461,7.95,104.4,83.2
07/03/2019 15:30,290.9,6.475,14.55,7.435,7.94,85.7,82.5
07/03/2019 15:45,290.6,6.158,12.56,7.361,7.88,63.37,82.8
07/03/2019 16:00,294.9,6.41,13.35,7.262,7.85,45.33,80
07/03/2019 16:15,298.4,5.555,16.35,7.284,7.83,40.27,79.8
07/03/2019 16:30,295.1,5.973,15.66,7.541,8.08,39.05,78.8
07/03/2019 16:45,290.8,5.481,13.49,7.433,7.84,31.51,79.6
07/03/2019 17:00,291.8,6.487,11.56,7.222,7.69,25.11,79
07/03/2019 17:15,299,6.302,15.86,7.532,7.92,18.2,75.5
07/03/2019 17:30,304.6,5.855,19.7,7.324,7.67,4.738,79.8
07/03/2019 17:45,306.7,4.734,17.15,6.993,7.42,3.396,79.3
07/03/2019 18:00,295.3,5.205,16.73,7.095,7.5,,79
07/03/2019 18:15,305.9,4.951,17.17,7.029,7.47,,78
07/03/2019 18:30,300.8,4.279,20.44,6.961,7.44,,79.6
07/03/2019 18:45,307.5,4.712,20.19,7.008,7.52,,74.8
07/03/2019 19:00,312.2,5.633,18.45,7.404,7.7,,71.9
07/03/2019 19:15,316.2,5.271,14.68,7.21,7.49,,70.4
07/03/2019 19:30,299.7,5.395,15.1,7.114,7.44,,70.9
07/03/2019 19:45,301.9,6.147,15.45,7.156,7.43,,70.3
07/03/2019 20:00,304.8,5.533,17.58,6.856,7.13,,71.5
07/03/2019 20:15,312.5,4.887,15.64,6.439,6.753,,70.5
07/03/2019 20:30,312.5,5.017,14.74,6.311,6.638,,71.6
07/03/2019 20:45,318.8,6.078,12.74,6.245,6.536,,70.7
07/03/2019 21:00,314.1,4.452,16.5,6.076,6.372,,71.9
07/03/2019 21:15,312.2,5.178,14.74,5.973,6.329,,67.77
07/03/2019 21:30,307,4.584,15.34,5.818,6.184,,67.23
07/03/2019 21:45,317.3,4.17,13.79,5.731,6.034,,67.9401
07/03/2019 22:00,316.5,4.303,16.53,5.529,5.871,,66.99
07/03/2019 22:15,301.4,4.209,16.84,5.603,5.904,,67.97
07/03/2019 22:30,309.9,3.205,17.44,5.271,5.648,,68.11
07/03/2019 22:45,321.8,2.467,13.55,5.045,5.383,,69.97
07/03/2019 23:00,316.2,0.967,22.59,4.459,4.988,,70.7
07/03/2019 23:15,331,1.769,24.45,3.768,4.535,,69.9
07/03/2019 23:30,299.2,2.803,25.54,4.59,5.07,,70.3
07/03/2019 23:45,295.1,3.462,16.71,4.591,4.979,,71
08/03/2019 00:00,301.4,4.039,19.13,4.848,5.201,,70.8
08/03/2019 00:15,297.2,4.609,16.26,4.869,5.17,,70.5
08/03/2019 00:30,295.6,3.831,15.34,4.676,4.961,,71.6
08/03/2019 00:45,302.7,2.748,19.19,4.15,4.512,,71.6
